target,method,n,n_correct,auc,auc_lo,auc_hi,auc_valid_bootstraps,pcc_continuous,pcc_continuous_lo,pcc_continuous_hi,pcc_continuous_valid_bootstraps,pcc_binary,pcc_binary_lo,pcc_binary_hi,pcc_binary_valid_bootstraps,hide_minus_baseline_auc,hide_minus_baseline_auc_lo,hide_minus_baseline_auc_hi,hide_minus_baseline_auc_valid_bootstraps,pcc_with_hide,pcc_with_hide_lo,pcc_with_hide_hi,pcc_with_hide_valid_bootstraps,model,dataset
sentence_similarity,HIDE_score,277,210,0.5,0.5,0.5,2000,,,,0,,,,0,0.0,0.0,0.0,2000,,,,0,gemma-2-9b,SQuAD
sentence_similarity,Omega,277,210,0.4584221748400853,0.36964212613076836,0.5462750641335039,2000,-0.011255586428331634,-0.19568446985134255,0.17742584763154876,2000,-0.021877999003237694,-0.17211669678858302,0.12847018742189822,2000,0.041577825159914705,-0.04627506413350403,0.13035787386923162,2000,,,,0,gemma-2-9b,SQuAD
sentence_similarity,Delta_in,277,210,0.466453447050462,0.38969815270803343,0.5442533294810069,2000,-0.018678463255140994,-0.13221591712819528,0.08488416939163675,2000,-0.03473806895162696,-0.14635924750785492,0.07426953320090773,2000,0.03354655294953801,-0.04425332948100691,0.11030184729196646,2000,,,,0,gemma-2-9b,SQuAD
sentence_similarity,negative_Delta_in,277,210,0.533546552949538,0.45574667051899304,0.6103018472919665,2000,0.018678463255140994,-0.0848841693916369,0.13221591712819528,2000,0.03473806895162696,-0.07426953320090775,0.14635924750785487,2000,-0.03354655294953801,-0.11030184729196649,0.04425332948100694,2000,,,,0,gemma-2-9b,SQuAD
sentence_similarity,negative_mnll,277,210,0.5321250888415068,0.4454548951736868,0.6198110140766628,2000,-0.005779295959040173,-0.13413051038890228,0.12047568740462647,2000,0.03227413451789818,-0.09751358388235287,0.17086141958671933,2000,-0.03212508884150678,-0.11981101407666282,0.05454510482631314,2000,,,,0,gemma-2-9b,SQuAD
sentence_similarity,negative_energy,277,210,0.5096659559346126,0.42560296798313246,0.5932344976679161,2000,0.3740254468936063,0.12058774701719932,0.5590824898563583,2000,0.26783188260106966,0.12659139320948587,0.3745684310165068,2000,-0.009665955934612613,-0.09323449766791632,0.07439703201686755,2000,,,,0,gemma-2-9b,SQuAD
sentence_similarity,constant_kernel_control,277,210,0.5,0.5,0.5,2000,,,,0,,,,0,0.0,0.0,0.0,2000,,,,0,gemma-2-9b,SQuAD
sentence_similarity,negative_output_length,277,210,0.512544420753376,0.49519172705314013,0.5357201529626152,2000,0.06774712895466664,-0.04522521099097749,0.21555887369575483,1905,0.10379866022066542,-0.04959209989927675,0.22874592965090698,1905,-0.012544420753376029,-0.035720152962615256,0.0048082729468598845,2000,,,,0,gemma-2-9b,SQuAD
rouge_l,HIDE_score,277,225,0.5,0.5,0.5,2000,,,,0,,,,0,0.0,0.0,0.0,2000,,,,0,gemma-2-9b,SQuAD
rouge_l,Omega,277,225,0.3974358974358974,0.30261182498373457,0.5001040342029127,2000,-0.07678416532773243,-0.23696241585732136,0.0895855223339161,2000,-0.13017240838098698,-0.2899260599641182,0.031521477261691896,2000,0.10256410256410259,-0.00010403420291281635,0.19738817501626543,2000,,,,0,gemma-2-9b,SQuAD
