target,method,n,n_correct,auc,auc_lo,auc_hi,auc_valid_bootstraps,pcc_continuous,pcc_continuous_lo,pcc_continuous_hi,pcc_continuous_valid_bootstraps,pcc_binary,pcc_binary_lo,pcc_binary_hi,pcc_binary_valid_bootstraps,hide_minus_baseline_auc,hide_minus_baseline_auc_lo,hide_minus_baseline_auc_hi,hide_minus_baseline_auc_valid_bootstraps,pcc_with_hide,pcc_with_hide_lo,pcc_with_hide_hi,pcc_with_hide_valid_bootstraps,model,dataset
sentence_similarity,HIDE_score,1449,992,0.5104137255593986,0.47972826048859607,0.5422479561576989,2000,0.04894715862290099,-0.0017199226988225329,0.09728782200659412,2000,0.03646810136739453,-0.013688822908748453,0.0869365216832965,2000,0.0,0.0,0.0,2000,1.0,0.9999999999999999,1.0000000000000002,2000,gemma-2-9b,SQuAD
sentence_similarity,Omega,1449,992,0.481700430578104,0.44886404322200407,0.5140587172114784,2000,-0.07472626066263441,-0.1327677995485114,-0.017560745854408637,2000,-0.018886398453982985,-0.07207084555353013,0.033522561254682476,2000,0.028713294981294546,-0.005356684538912478,0.06163183546329472,2000,0.3979903041128594,0.3546438588611593,0.4412609759669138,2000,gemma-2-9b,SQuAD
sentence_similarity,Delta_in,1449,992,0.5008702001129385,0.46935216063175217,0.5344539012314633,2000,0.0006920740031868466,-0.060623410652003294,0.05967167172063065,2000,0.004252276851625065,-0.04801320635670616,0.05820855075714487,2000,0.009543525446460088,-0.03446975918885356,0.054451041573386545,2000,0.03417915239869891,-0.017708156183624514,0.08438551269912792,2000,gemma-2-9b,SQuAD
sentence_similarity,negative_Delta_in,1449,992,0.49912979988706146,0.46554609876853675,0.5306478393682479,2000,-0.0006920740031868466,-0.05967167172063066,0.06062341065200329,2000,-0.004252276851625065,-0.05820855075714495,0.04801320635670616,2000,0.011283925672337103,-0.03371075586294685,0.05757917461257371,2000,-0.03417915239869891,-0.08438551269912793,0.017708156183624507,2000,gemma-2-9b,SQuAD
sentence_similarity,negative_mnll,1449,992,0.6727474059433896,0.6419860600119539,0.7038736296795605,2000,0.30704900781662475,0.24598053203818968,0.3658911149249348,2000,0.30826044617734355,0.25781255347443455,0.35846209273320445,2000,-0.16233368038399099,-0.21039152731944732,-0.11430126684668454,2000,-0.24759220270835322,-0.2991610191044779,-0.19711012325427427,2000,gemma-2-9b,SQuAD
sentence_similarity,negative_energy,1449,992,0.3564401425848804,0.32374696894253546,0.3884655691858109,2000,-0.16000295742469148,-0.2117893291457163,-0.10618129784485385,2000,-0.16636538749381521,-0.2181711879920296,-0.11705932746512755,2000,0.15397358297451819,0.1125420353665818,0.19478401991271502,2000,0.2415217123681555,0.189702388447159,0.2909377453026972,2000,gemma-2-9b,SQuAD
sentence_similarity,constant_kernel_control,1449,992,0.5256317498411802,0.49581445052134226,0.5556290134552512,2000,0.05079641791954134,-0.0015989376153521379,0.10135061081319778,2000,0.04017761281421761,-0.01149735106709545,0.09082644868602831,2000,-0.01521802428178165,-0.029635859681826214,-0.0005117929641510099,2000,0.9591957694085322,0.9502211906990419,0.9682511380149307,2000,gemma-2-9b,SQuAD
sentence_similarity,negative_output_length,1449,992,0.49207224535893274,0.4619519941894134,0.5218817826481084,2000,-0.03733562339812852,-0.08930105085531752,0.014395739374651616,2000,-0.01914303997934228,-0.06923545270728063,0.02997149044155699,2000,0.01834148020046583,0.0012727908213784208,0.036056133085323856,2000,0.87598245752876,0.8597488222610751,0.8913876049241755,2000,gemma-2-9b,SQuAD
rouge_l,HIDE_score,1449,1135,0.5506944639299644,0.5139956118045933,0.585099829626892,2000,0.08665259069604724,0.033823480370310036,0.13702054338393582,2000,0.09810859640641685,0.04633402259681621,0.14825832254226773,2000,0.0,0.0,0.0,2000,1.0,0.9999999999999999,1.0000000000000002,2000,gemma-2-9b,SQuAD
rouge_l,Omega,1449,1135,0.5084822806476051,0.471863924008549,0.5466286171295622,2000,0.000704367904698042,-0.057676389601464,0.059172533081270455,2000,0.027417038618303642,-0.028778371409276166,0.0849032053901284,2000,0.042212183282359206,0.0011606806362587522,0.08170982851867703,2000,0.3979903041128594,0.3546438588611593,0.4412609759669138,2000,gemma-2-9b,SQuAD
rouge_l,Delta_in,1449,1135,0.48240831673167034,0.4458659443544487,0.5184105742655796,2000,-0.0306567352632945,-0.08648483815178339,0.025714734540939418,2000,-0.020909735477184298,-0.07393088691122167,0.031859488391839004,2000,0.06828614719829401,0.018194692239594752,0.11804521908849058,2000,0.03417915239869891,-0.017708156183624514,0.08438551269912792,2000,gemma-2-9b,SQuAD
rouge_l,negative_Delta_in,1449,1135,0.5175916832683296,0.4815894257344204,0.5541340556455512,2000,0.0306567352632945,-0.025714734540939425,0.08648483815178332,2000,0.020909735477184298,-0.03185948839183904,0.07393088691122167,2000,0.033102780661634745,-0.022192656287118178,0.08289895599790631,2000,-0.03417915239869891,-0.08438551269912793,0.017708156183624507,2000,gemma-2-9b,SQuAD
rouge_l,negative_mnll,1449,1135,0.7142568534470665,0.6804649541848248,0.7476982367026828,2000,0.4183768852413462,0.3678660066212992,0.4668572577627835,2000,0.3473144760175282,0.2944537551567091,0.3997036742567446,2000,-0.1635623895171021,-0.21616297549813476,-0.11029475766385553,2000,-0.24759220270835322,-0.2991610191044779,-0.19711012325427427,2000,gemma-2-9b,SQuAD
rouge_l,negative_energy,1449,1135,0.33802856421336175,0.29983077429517024,0.37522479906604145,2000,-0.19640769797411353,-0.24663826345454873,-0.14535134196291405,2000,-0.15523057371624974,-0.20554235466655987,-0.10312337398342618,2000,0.2126658997166026,0.1650361905268819,0.2612536695673274,2000,0.2415217123681555,0.189702388447159,0.2909377453026972,2000,gemma-2-9b,SQuAD
rouge_l,constant_kernel_control,1449,1135,0.5719632986335195,0.538535975463524,0.6042478441704939,2000,0.08956457717546874,0.03729362552034172,0.13991536434260865,2000,0.10319126308524304,0.052339838873246426,0.15322393092443987,2000,-0.021268834703555117,-0.03802513349857243,-0.005302824013978047,2000,0.9591957694085322,0.9502211906990419,0.9682511380149307,2000,gemma-2-9b,SQuAD
rouge_l,negative_output_length,1449,1135,0.5303978787283594,0.49735804348462215,0.5636738277331461,2000,0.026589308709645782,-0.02361467233972974,0.0772410048684734,2000,0.03334072689909945,-0.015583711652904324,0.08153962690127609,2000,0.020296585201604933,-4.883669403554764e-05,0.04009711978727515,2000,0.87598245752876,0.8597488222610751,0.8913876049241755,2000,gemma-2-9b,SQuAD
exact_match,HIDE_score,1449,871,0.519944859148495,0.48972531819909687,0.5503506410626815,2000,0.055838144677600954,0.004357612148159638,0.10621390019537859,2000,0.055838144677600954,0.004357612148159638,0.10621390019537859,2000,0.0,0.0,0.0,2000,1.0,0.9999999999999999,1.0000000000000002,2000,gemma-2-9b,SQuAD
exact_match,Omega,1449,871,0.4949447598313993,0.46423192523243184,0.524407049172967,2000,-0.0006497449986844061,-0.05395326061293519,0.049555906169902846,2000,-0.0006497449986844061,-0.05395326061293519,0.049555906169902846,2000,0.02500009931709568,-0.00813090789806499,0.05748795561276471,2000,0.3979903041128594,0.3546438588611593,0.4412609759669138,2000,gemma-2-9b,SQuAD
exact_match,Delta_in,1449,871,0.50194264239092,0.4704202535639567,0.5350299268805915,2000,0.006781251271787672,-0.044869872991176715,0.05891669976051861,2000,0.006781251271787672,-0.044869872991176715,0.05891669976051861,2000,0.018002216757574963,-0.024816249208610395,0.060466325648852494,2000,0.03417915239869891,-0.017708156183624514,0.08438551269912792,2000,gemma-2-9b,SQuAD
exact_match,negative_Delta_in,1449,871,0.49805735760908,0.4649700731194086,0.5295797464360433,2000,-0.006781251271787672,-0.058916699760518616,0.044869872991176715,2000,-0.006781251271787672,-0.058916699760518616,0.044869872991176715,2000,0.02188750153941499,-0.022661097979835877,0.06604433845623897,2000,-0.03417915239869891,-0.08438551269912793,0.017708156183624507,2000,gemma-2-9b,SQuAD
exact_match,negative_mnll,1449,871,0.6881502786837704,0.6603926936640294,0.7170049395840085,2000,0.3280385782852213,0.2801892467048277,0.37448036154592407,2000,0.3280385782852213,0.2801892467048277,0.37448036154592407,2000,-0.16820541953527546,-0.21275032124045673,-0.12360328098183274,2000,-0.24759220270835322,-0.2991610191044779,-0.19711012325427427,2000,gemma-2-9b,SQuAD
exact_match,negative_energy,1449,871,0.3449560819803034,0.3167805242862968,0.37519142452483917,2000,-0.20361525122353735,-0.25133531883875787,-0.15288965122826703,2000,-0.20361525122353735,-0.25133531883875787,-0.15288965122826703,2000,0.17498877716819156,0.1368509980539586,0.21216323748468427,2000,0.2415217123681555,0.189702388447159,0.2909377453026972,2000,gemma-2-9b,SQuAD
exact_match,constant_kernel_control,1449,871,0.527367818877399,0.4993992957523492,0.5553879735456124,2000,0.05243537828878726,0.002179358742757048,0.10331900882246359,2000,0.05243537828878726,0.002179358742757048,0.10331900882246359,2000,-0.007422959728904055,-0.02109225815966263,0.006080826673365015,2000,0.9591957694085322,0.9502211906990419,0.9682511380149307,2000,gemma-2-9b,SQuAD
exact_match,negative_output_length,1449,871,0.5028722504062069,0.47410080742348737,0.5316437500698604,2000,0.010533756636556396,-0.041600213343748235,0.062321206066475475,2000,0.010533756636556396,-0.041600213343748235,0.062321206066475475,2000,0.01707260874228811,0.00040415543113933594,0.033949180912678165,2000,0.87598245752876,0.8597488222610751,0.8913876049241755,2000,gemma-2-9b,SQuAD
